array_coordinate_block_size	seed	draw	cohort_median_patient_local_r
4	20260813	149	0.36480173882730643
4	20260813	150	0.37708149979771655
4	20260813	151	0.3826014517184034
4	20260813	152	0.3717774879753722
4	20260813	153	0.380534259752078
4	20260813	154	0.3696766281939038
4	20260813	155	0.37183599996790784
4	20260813	156	0.36961406166583105
4	20260813	157	0.36491881803038095
4	20260813	158	0.3646976918918021
4	20260813	159	0.37450344132419444
4	20260813	160	0.3728845567292567
4	20260813	161	0.3750354061581107
4	20260813	162	0.377564706936174
4	20260813	163	0.3728801530016748
4	20260813	164	0.37018593127872595
4	20260813	165	0.3720906524541411
4	20260813	166	0.3544427964183724
4	20260813	167	0.3674604472590405
4	20260813	168	0.3893210713770158
4	20260813	169	0.36777982063047987
4	20260813	170	0.3701875235760601
4	20260813	171	0.3684717957187945
4	20260813	172	0.36354994858817863
4	20260813	173	0.3640721635350913
4	20260813	174	0.36485627434277196
4	20260813	175	0.3694958525052377
4	20260813	176	0.3816266851310789
4	20260813	177	0.374747571611846
4	20260813	178	0.36993687747143134
4	20260813	179	0.3722935550974191
4	20260813	180	0.3655716526766766
4	20260813	181	0.3703275833977878
4	20260813	182	0.36852421409860575
4	20260813	183	0.36839170072885374
4	20260813	184	0.3654078709249269
4	20260813	185	0.3764228894818743
4	20260813	186	0.35482604310137544
4	20260813	187	0.37214725035969665
4	20260813	188	0.3676111137013436
4	20260813	189	0.37111925597648876
4	20260813	190	0.3709487270530958
4	20260813	191	0.36312760214415785
4	20260813	192	0.3761299454264616
4	20260813	193	0.3754093738690545
4	20260813	194	0.36452831467473734
4	20260813	195	0.3713707028997102
4	20260813	196	0.37317404555269
4	20260813	197	0.3820005168961242
4	20260813	198	0.36727372758436755
4	20260813	199	0.38037941818842524
4	20260813	200	0.3584266674089453
4	20260813	201	0.35561649298341397
4	20260813	202	0.3525591892412304
4	20260813	203	0.3653629015184774
4	20260813	204	0.3753834293004539
4	20260813	205	0.37081437107502746
4	20260813	206	0.3534732892150879
4	20260813	207	0.3807959719903221
4	20260813	208	0.3681779224863189
4	20260813	209	0.37565944546850105
4	20260813	210	0.3789706218194425
4	20260813	211	0.3653210528997436
4	20260813	212	0.376059518697359
4	20260813	213	0.380494526988448
4	20260813	214	0.36923587395260404
4	20260813	215	0.37605001807674965
4	20260813	216	0.3774730321503188
4	20260813	217	0.36384125925085087
4	20260813	218	0.37586693544772987
4	20260813	219	0.3647448329235834
4	20260813	220	0.3830704961085533
4	20260813	221	0.3744964824537884
4	20260813	222	0.3615200833917751
4	20260813	223	0.3601204870276224
4	20260813	224	0.3703591325203529
4	20260813	225	0.3736088822024968
4	20260813	226	0.37426185376536303
4	20260813	227	0.36423722404757847
4	20260813	228	0.3599628384485086
4	20260813	229	0.36758752189025445
4	20260813	230	0.3638532430505348
4	20260813	231	0.3850874270673833
4	20260813	232	0.3726217538906037
4	20260813	233	0.3608150769153604
4	20260813	234	0.36314483193814195
4	20260813	235	0.3786711890394939
4	20260813	236	0.3533627690317812
4	20260813	237	0.3641227770222074
4	20260813	238	0.36945158475870477
4	20260813	239	0.362022690995862
4	20260813	240	0.37079784655991
4	20260813	241	0.3762670067242272
4	20260813	242	0.36690213373325775
4	20260813	243	0.36664851240873153
4	20260813	244	0.36772582668359555
4	20260813	245	0.3712705909117989
4	20260813	246	0.3717149388860205
4	20260813	247	0.3723072378575564
4	20260813	248	0.36260975505043525
4	20260813	249	0.3711597745164183
4	20260813	250	0.368374620846191
4	20260813	251	0.3775034345495284
4	20260813	252	0.36076539338348823
4	20260813	253	0.36736288089417996
4	20260813	254	0.36449773195772206
4	20260813	255	0.36706639666287
4	20260813	256	0.36298981842075073
4	20260813	257	0.3701696584808065
4	20260813	258	0.3866865491632662
4	20260813	259	0.3789076032729041
4	20260813	260	0.36000742547283904
4	20260813	261	0.3599407108414089
4	20260813	262	0.37822503443077327
4	20260813	263	0.37060347940828453
4	20260813	264	0.36825661413431465
4	20260813	265	0.3778733114400241
4	20260813	266	0.36689045523931896
4	20260813	267	0.36974353245177344
4	20260813	268	0.37736989847676033
4	20260813	269	0.3686509282187844
4	20260813	270	0.36954932988498057
4	20260813	271	0.3669787118379726
4	20260813	272	0.37765886268402515
4	20260813	273	0.3687019500545309
4	20260813	274	0.3675664270876945
4	20260813	275	0.37496398836229605
4	20260813	276	0.3704760874074449
4	20260813	277	0.37652921864316863
4	20260813	278	0.3660995808938161
4	20260813	279	0.37809448102903065
4	20260813	280	0.37796028951577276
4	20260813	281	0.3783153980964328
4	20260813	282	0.3702213815402055
4	20260813	283	0.3701235555551199
4	20260813	284	0.37150869673772224
4	20260813	285	0.3505658203462212
4	20260813	286	0.37000117748616873
4	20260813	287	0.36773246354922695
4	20260813	288	0.3706414517624008
4	20260813	289	0.3781838504919018
4	20260813	290	0.3746438015101302
4	20260813	291	0.3733041268133521
4	20260813	292	0.3819025013983818
4	20260813	293	0.37796678956852425
4	20260813	294	0.3695843826924623
4	20260813	295	0.38284793592082444
4	20260813	296	0.3684029373894634
4	20260813	297	0.37234110351752137
4	20260813	298	0.3700256381891961
4	20260813	299	0.3638495194542557
4	20260813	300	0.3690630974160676
4	20260813	301	0.37136300539611444
4	20260813	302	0.372659527511786
4	20260813	303	0.36389125633785935
4	20260813	304	0.36234684600374245
4	20260813	305	0.3624017052836983
4	20260813	306	0.36698837881656743
4	20260813	307	0.37760805157056654
4	20260813	308	0.35982278267843215
4	20260813	309	0.3618003125523578
4	20260813	310	0.3695277540372105
4	20260813	311	0.37189557600401607
4	20260813	312	0.36140602913566844
4	20260813	313	0.37694172127123726
4	20260813	314	0.35926992357788634
4	20260813	315	0.3640093096440049
4	20260813	316	0.3667137670511606
4	20260813	317	0.3776849094935654
4	20260813	318	0.3758920332314784
4	20260813	319	0.3609923613481202
4	20260813	320	0.3701509934172812
4	20260813	321	0.3789221592801013
4	20260813	322	0.3719144423250791
4	20260813	323	0.37016284960181295
4	20260813	324	0.3689616348907153
4	20260813	325	0.36275680940707666
4	20260813	326	0.3628434774812829
4	20260813	327	0.3636022960815768
4	20260813	328	0.37555851481541325
4	20260813	329	0.372402763618789
4	20260813	330	0.3620728176860303
4	20260813	331	0.3724018434233083
4	20260813	332	0.36645109535609277
4	20260813	333	0.36807399649086286
4	20260813	334	0.3674084381905025
4	20260813	335	0.37070874419043554
4	20260813	336	0.3576207299150056
4	20260813	337	0.36362021043733417
4	20260813	338	0.36756450569959365
4	20260813	339	0.38753788118193
4	20260813	340	0.3691358248671768
4	20260813	341	0.37764157089364625
4	20260813	342	0.37472877289801065
4	20260813	343	0.36456535782863275
4	20260813	344	0.3791057125803854
4	20260813	345	0.36886108364802517
4	20260813	346	0.3673511800479262
4	20260813	347	0.3692854412045236
4	20260813	348	0.37083520209894255
4	20260813	349	0.3746297938302167
4	20260813	350	0.3775770503861531
4	20260813	351	0.36492005566602037
4	20260813	352	0.3723219840821792
4	20260813	353	0.36814303981336327
4	20260813	354	0.369418758000985
4	20260813	355	0.3631358827502783
4	20260813	356	0.36783031974665215
4	20260813	357	0.37183716113276116
4	20260813	358	0.36867164017199
4	20260813	359	0.37605038068285523
4	20260813	360	0.3843350972108388
4	20260813	361	0.3551281582034221
4	20260813	362	0.37644388812807106
4	20260813	363	0.37122452817209795
4	20260813	364	0.36633003458940444
4	20260813	365	0.3654685327347922
4	20260813	366	0.36955871269417007
4	20260813	367	0.38185678400005146
4	20260813	368	0.36478459959678344
4	20260813	369	0.36878775806447006
4	20260813	370	0.3812511299708715
4	20260813	371	0.36467465947282607
4	20260813	372	0.3659302490953048
4	20260813	373	0.3630798455787737
4	20260813	374	0.3770037439515632
4	20260813	375	0.3779065990038779
4	20260813	376	0.3828050912862567
4	20260813	377	0.3631670265651271
4	20260813	378	0.37255205853537743
4	20260813	379	0.3780882530576475
4	20260813	380	0.36390529998528615
4	20260813	381	0.356891978209829
4	20260813	382	0.3695289051151953
4	20260813	383	0.3792130163988233
4	20260813	384	0.3675978545773988
4	20260813	385	0.35736220805177354
4	20260813	386	0.3785172246679057
4	20260813	387	0.3757976069808502
4	20260813	388	0.37580867617646496
4	20260813	389	0.3593756028190354
4	20260813	390	0.3823266048673797
4	20260813	391	0.3588794512788207
4	20260813	392	0.37226562271660346
4	20260813	393	0.3710886197144858
4	20260813	394	0.3813010788238336
4	20260813	395	0.3719852020589859
4	20260813	396	0.37242540906693183
4	20260813	397	0.37045372834994145
4	20260813	398	0.370313009299464
4	20260813	399	0.38273237985401026
4	20260813	400	0.35808526510326233
4	20260813	401	0.36944630759730396
4	20260813	402	0.3683452264654515
4	20260813	403	0.3612615076083611
4	20260813	404	0.38315670844462557
4	20260813	405	0.36234204998876085
4	20260813	406	0.38163210401333736
4	20260813	407	0.3654164137306439
4	20260813	408	0.38254603214307503
4	20260813	409	0.36554248109636756
4	20260813	410	0.36146957159268184
4	20260813	411	0.3625771878584171
4	20260813	412	0.3792998325966491
4	20260813	413	0.369902843344717
4	20260813	414	0.36996857536884886
4	20260813	415	0.3636147274454037
4	20260813	416	0.36276865838405425
4	20260813	417	0.3638487282513798
4	20260813	418	0.3609629770229671
4	20260813	419	0.3537433775837779
4	20260813	420	0.3659376552405338
4	20260813	421	0.37979483388275403
4	20260813	422	0.37015207202761274
4	20260813	423	0.37025123350005384
4	20260813	424	0.3794382205847979
4	20260813	425	0.36906994066057747
4	20260813	426	0.35739177245624776
4	20260813	427	0.3624043926882299
4	20260813	428	0.3734078101090248
4	20260813	429	0.35616326032342066
4	20260813	430	0.366276465304348
4	20260813	431	0.3830706019045683
4	20260813	432	0.3712555760397813
4	20260813	433	0.3664804803457275
4	20260813	434	0.3691260367104978
4	20260813	435	0.3783833692953933
4	20260813	436	0.3714128995489806
4	20260813	437	0.3690642775018711
4	20260813	438	0.36586450964785167
4	20260813	439	0.3613596090736808
4	20260813	440	0.36392951269330936
4	20260813	441	0.3803802695262516
4	20260813	442	0.36688888405917053
4	20260813	443	0.36879090159290884
4	20260813	444	0.3549820629021856
4	20260813	445	0.3704789234599756
4	20260813	446	0.36309629976128366
4	20260813	447	0.3719446831722828
4	20260813	448	0.36699448249199057
4	20260813	449	0.3616690822047204
4	20260813	450	0.38035242745935943
4	20260813	451	0.3610184301534264
4	20260813	452	0.37330769198228037
4	20260813	453	0.3753766938549554
4	20260813	454	0.37791510095307956
4	20260813	455	0.3683431464393354
4	20260813	456	0.37988896296201635
4	20260813	457	0.37393529799158093
4	20260813	458	0.3572877292583834
4	20260813	459	0.36528520335959175
4	20260813	460	0.36038239008354717
4	20260813	461	0.3657669003822325
4	20260813	462	0.3689885597055193
4	20260813	463	0.36806002889409106
4	20260813	464	0.3649154266783696
4	20260813	465	0.3751257835493547
4	20260813	466	0.3805749054284219
4	20260813	467	0.3755709204604417
4	20260813	468	0.36563154956174015
4	20260813	469	0.3742661128139005
4	20260813	470	0.3611517168759538
4	20260813	471	0.3676122908967349
4	20260813	472	0.35942913946713984
4	20260813	473	0.3702590526247896
4	20260813	474	0.3696051700754319
4	20260813	475	0.3693077557480464
4	20260813	476	0.3640918918976366
4	20260813	477	0.36626816408592294
4	20260813	478	0.3687489445090825
4	20260813	479	0.3720701882447481
4	20260813	480	0.37181266948404634
4	20260813	481	0.372281949268884
4	20260813	482	0.38452623807769637
4	20260813	483	0.38103759691704114
4	20260813	484	0.3754370414872731
4	20260813	485	0.37359480578541404
4	20260813	486	0.3632247041452339
4	20260813	487	0.3673211758551659
4	20260813	488	0.3813177822418443
4	20260813	489	0.36721561509524436
4	20260813	490	0.36627383399550517
4	20260813	491	0.3801274570111261
4	20260813	492	0.37083482641304344
4	20260813	493	0.3848671003607774
4	20260813	494	0.3596533453184294
4	20260813	495	0.3690695419954483
4	20260813	496	0.37023861995981105
4	20260813	497	0.3697503117179479
4	20260813	498	0.36490474083224855
4	20260813	499	0.3649544297127463
4	20260813	500	0.386232850409858
4	20260813	501	0.36964679326500216
4	20260813	502	0.36426489597475953
4	20260813	503	0.3781940604400942
4	20260813	504	0.37393426548487385
4	20260813	505	0.35840933273648873
4	20260813	506	0.36453641361990136
4	20260813	507	0.36697569376530237
4	20260813	508	0.3741891907673224
4	20260813	509	0.38310129205658194
4	20260813	510	0.3639665622319894
4	20260813	511	0.3717425053874165
4	20260813	512	0.3637884260372653
4	20260813	513	0.3639605061587775
4	20260813	514	0.3645071818077306
4	20260813	515	0.37860004969000205
4	20260813	516	0.3635793066553298
4	20260813	517	0.36802652117975215
4	20260813	518	0.38892373734916685
4	20260813	519	0.36524897279170687
4	20260813	520	0.37234409090037063
4	20260813	521	0.37718821235625455
4	20260813	522	0.3661106610928164
4	20260813	523	0.3748882023003674
4	20260813	524	0.37079687637437664
4	20260813	525	0.36630496314263566
4	20260813	526	0.36324375000610165
4	20260813	527	0.3871257541929826
4	20260813	528	0.37865415975167566
4	20260813	529	0.36434610424621444
4	20260813	530	0.37697145830020834
4	20260813	531	0.3770845392865734
4	20260813	532	0.360776404681165
4	20260813	533	0.36253923625361967
4	20260813	534	0.37396004510237446
4	20260813	535	0.3784734095097212
4	20260813	536	0.3712209371293004
4	20260813	537	0.3657310507646667
4	20260813	538	0.3718302931858366
4	20260813	539	0.3614765441122187
4	20260813	540	0.36316878892087334
4	20260813	541	0.3674018612172999
4	20260813	542	0.37538609108629345
4	20260813	543	0.36256230131913214
4	20260813	544	0.3787426991432955
4	20260813	545	0.37377406947532743
4	20260813	546	0.3787593084095707
4	20260813	547	0.37414694518059793
4	20260813	548	0.3762043516621966
4	20260813	549	0.3642678103827003
4	20260813	550	0.36418086559533575
4	20260813	551	0.3765344714502883
4	20260813	552	0.36413665139581775
4	20260813	553	0.38430440312516995
4	20260813	554	0.37030461723718333
4	20260813	555	0.3577019223825466
4	20260813	556	0.3826925725186151
4	20260813	557	0.38341989113171926
4	20260813	558	0.37618948951859466
4	20260813	559	0.3612502121300174
4	20260813	560	0.37300027322194684
4	20260813	561	0.3550492288414033
4	20260813	562	0.37139809684014347
4	20260813	563	0.3788763978629375
4	20260813	564	0.3645031081781527
4	20260813	565	0.370431234184655
4	20260813	566	0.373388544434361
4	20260813	567	0.35703157529691987
4	20260813	568	0.376495373908167
4	20260813	569	0.3603687965632424
4	20260813	570	0.3701005387311622
4	20260813	571	0.3512373299833953
4	20260813	572	0.371327950728684
4	20260813	573	0.3649184469072725
4	20260813	574	0.3800364332625693
4	20260813	575	0.3783577669063052
4	20260813	576	0.3624197173020638
4	20260813	577	0.3742893946285029
4	20260813	578	0.37711527526724564
4	20260813	579	0.36739946916565647
4	20260813	580	0.3821643217594743
4	20260813	581	0.3620822127360504
4	20260813	582	0.35894954809588586
4	20260813	583	0.3638520083598743
4	20260813	584	0.38185825739902013
4	20260813	585	0.3588043865494
4	20260813	586	0.36504193151096065
4	20260813	587	0.36482371817520165
4	20260813	588	0.3814851542991456
4	20260813	589	0.37315696488877603
4	20260813	590	0.36184969065875605
4	20260813	591	0.357369522895253
4	20260813	592	0.3706096282642857
4	20260813	593	0.3815794773330735
4	20260813	594	0.37113457218577206
4	20260813	595	0.3534890170306002
4	20260813	596	0.373054068757117
4	20260813	597	0.36018415850176766
4	20260813	598	0.3577187555564622
4	20260813	599	0.37635239875837223
4	20260813	600	0.37072586139628505
4	20260813	601	0.358836329420013
4	20260813	602	0.36306728109339725
4	20260813	603	0.38964254037798957
4	20260813	604	0.36729049035651123
4	20260813	605	0.3635331608571968
4	20260813	606	0.3750665933919368
4	20260813	607	0.3803390521898942
4	20260813	608	0.37592826351356845
4	20260813	609	0.3486842475965657
4	20260813	610	0.36617006459229284
4	20260813	611	0.35895588436620524
4	20260813	612	0.3686300592224998
4	20260813	613	0.36683802968268675
4	20260813	614	0.36957819069785364
4	20260813	615	0.3772258630757178
4	20260813	616	0.3620367497512955
4	20260813	617	0.36735899046368414
4	20260813	618	0.36638551586066403
4	20260813	619	0.3702766867386579
4	20260813	620	0.3765056848690933
4	20260813	621	0.36413003931889065
4	20260813	622	0.37617597676594083
4	20260813	623	0.37231317099325645
4	20260813	624	0.3658450704231233
4	20260813	625	0.3659300694084445
4	20260813	626	0.3735459240289103
4	20260813	627	0.367759334147979
4	20260813	628	0.3719475326430125
4	20260813	629	0.3663385338737687
4	20260813	630	0.3611151346796921
4	20260813	631	0.3741680624170387
4	20260813	632	0.36717225818712684
4	20260813	633	0.371501451219185
4	20260813	634	0.3782210792359329
4	20260813	635	0.37040226212302046
4	20260813	636	0.36658133780689817
4	20260813	637	0.3701355065170243
4	20260813	638	0.3690614378905932
4	20260813	639	0.36411797764122456
4	20260813	640	0.37852981006472786
4	20260813	641	0.3682649994417182
4	20260813	642	0.3613038034593218
4	20260813	643	0.368446736541375
4	20260813	644	0.3856110656812884
4	20260813	645	0.3655512264030193
4	20260813	646	0.37154968437921954
4	20260813	647	0.37819697746042025
4	20260813	648	0.3509329728892562
4	20260813	649	0.37290795709883573
4	20260813	650	0.35798034801109624
4	20260813	651	0.3719932897210406
4	20260813	652	0.38349896126962313
4	20260813	653	0.36127949995742714
4	20260813	654	0.38218779696262445
4	20260813	655	0.3724148990443569
4	20260813	656	0.36832278371163285
4	20260813	657	0.3592839799219927
4	20260813	658	0.36110673590847314
4	20260813	659	0.37602693621439853
4	20260813	660	0.3623205917175739
4	20260813	661	0.3756319085468253
4	20260813	662	0.3762957558552191
4	20260813	663	0.3729968204808387
4	20260813	664	0.3743176622382488
4	20260813	665	0.35730236574770885
4	20260813	666	0.3688160969086415
4	20260813	667	0.3643375720430563
4	20260813	668	0.3749265629249624
4	20260813	669	0.3826601936708969
4	20260813	670	0.3666046809605894
4	20260813	671	0.3714781545871713
4	20260813	672	0.38093962749293475
4	20260813	673	0.3690806832102168
4	20260813	674	0.36662777300385524
4	20260813	675	0.37146886418040603
4	20260813	676	0.36569273799587154
4	20260813	677	0.366900666959884
4	20260813	678	0.36275565847612834
4	20260813	679	0.39027945411827264
4	20260813	680	0.3804565903886349
4	20260813	681	0.3722882774028885
4	20260813	682	0.36333825706226125
4	20260813	683	0.3748220471094593
4	20260813	684	0.3719380672970285
4	20260813	685	0.36644091511411886
4	20260813	686	0.3703812336467169
4	20260813	687	0.35982584111273197
4	20260813	688	0.36913854883534425
4	20260813	689	0.38367567025569893
4	20260813	690	0.36864485923963697
4	20260813	691	0.37342105960892963
4	20260813	692	0.36749241966351404
4	20260813	693	0.34754514270247894
4	20260813	694	0.3636025724670843
4	20260813	695	0.3712672451840052
4	20260813	696	0.3781912745465293
4	20260813	697	0.3775603210267521
4	20260813	698	0.36458709786888943
4	20260813	699	0.3658888259384255
4	20260813	700	0.37836351746482255
4	20260813	701	0.3678274823968294
4	20260813	702	0.3735849806834306
4	20260813	703	0.3692720819870211
4	20260813	704	0.37000059011021813
4	20260813	705	0.355574034784913
4	20260813	706	0.3551631287894845
4	20260813	707	0.3591232905885565
4	20260813	708	0.3768161834824372
4	20260813	709	0.381324748070921
4	20260813	710	0.37077273577103664
4	20260813	711	0.36592878508726
4	20260813	712	0.3674527871476221
4	20260813	713	0.3737552651691919
4	20260813	714	0.37209468545235086
4	20260813	715	0.37149955343514157
4	20260813	716	0.37043584748522873
4	20260813	717	0.3723460544884952
4	20260813	718	0.35886732430642426
4	20260813	719	0.35761502805782674
4	20260813	720	0.38265131291112847
4	20260813	721	0.3666527103010352
4	20260813	722	0.38121825575124385
4	20260813	723	0.37018217523906194
4	20260813	724	0.38097472181612824
4	20260813	725	0.3603712699329281
4	20260813	726	0.36560832163854956
4	20260813	727	0.38217251371797534
4	20260813	728	0.3671239182725459
4	20260813	729	0.37321091565794473
4	20260813	730	0.3600141401372138
4	20260813	731	0.37333464704012764
4	20260813	732	0.3794648465984297
4	20260813	733	0.37480055823835234
4	20260813	734	0.3527158125218757
4	20260813	735	0.37560926403904427
4	20260813	736	0.3737346256988481
4	20260813	737	0.3530758352068184
4	20260813	738	0.357785018380665
4	20260813	739	0.36622779832957614
4	20260813	740	0.3856410279556708
4	20260813	741	0.3766102815793205
4	20260813	742	0.37971622040885733
4	20260813	743	0.36539039304870846
4	20260813	744	0.35495685646652453
4	20260813	745	0.3566610730848244
4	20260813	746	0.3610443357814964
4	20260813	747	0.38112732978988584
4	20260813	748	0.3680662676275873
4	20260813	749	0.3696708464352679
4	20260813	750	0.3714693695608495
4	20260813	751	0.3720112597351237
4	20260813	752	0.3722822233623403
4	20260813	753	0.37513804455598543
4	20260813	754	0.3659422660568476
4	20260813	755	0.36391298931091864
4	20260813	756	0.3739323942636708
4	20260813	757	0.37734453508152405
4	20260813	758	0.37714435695265053
4	20260813	759	0.36107656100109786
4	20260813	760	0.36699528928650377
4	20260813	761	0.353701011468706
4	20260813	762	0.3750396752173444
4	20260813	763	0.36762582101515995
4	20260813	764	0.36131106557834797
4	20260813	765	0.36610908852032487
4	20260813	766	0.36668916526930284
4	20260813	767	0.37323878772901753
4	20260813	768	0.37366162310686457
4	20260813	769	0.38700816361798596
4	20260813	770	0.37393642934873916
4	20260813	771	0.36833041634441777
4	20260813	772	0.3726267850357404
4	20260813	773	0.36790259689326793
4	20260813	774	0.3623510067427985
4	20260813	775	0.3641517226883109
4	20260813	776	0.37355239394206796
4	20260813	777	0.37229069205317544
4	20260813	778	0.37059075908968064
4	20260813	779	0.36939794206515447
4	20260813	780	0.37027702165971244
4	20260813	781	0.355520262094839
4	20260813	782	0.3696008132799922
4	20260813	783	0.3849957848386897
4	20260813	784	0.3737780133522126
4	20260813	785	0.3683303305851532
4	20260813	786	0.3700959625290819
4	20260813	787	0.36842983422605163
4	20260813	788	0.3573057883110281
4	20260813	789	0.37148747782963903
4	20260813	790	0.37029256371605773
4	20260813	791	0.3637643635994701
4	20260813	792	0.36507611733607237
4	20260813	793	0.37303695448736485
4	20260813	794	0.3596141194264091
4	20260813	795	0.37710853572351
4	20260813	796	0.3589899386442098
4	20260813	797	0.37988762710904084
4	20260813	798	0.36325506349615655
4	20260813	799	0.380980789766149
4	20260813	800	0.371771335496179
4	20260813	801	0.3805599892167873
4	20260813	802	0.3634048837010806
4	20260813	803	0.36342077735222206
4	20260813	804	0.36315907932342884
4	20260813	805	0.38078538467615936
4	20260813	806	0.37170058358054237
4	20260813	807	0.3748548645361098
4	20260813	808	0.38119299024666764
4	20260813	809	0.37131152790894073
4	20260813	810	0.38139348136604007
4	20260813	811	0.3684044497878476
4	20260813	812	0.3719129644500908
4	20260813	813	0.3800649827381475
4	20260813	814	0.3530607637443115
4	20260813	815	0.37390312298396644
4	20260813	816	0.3734131277387688
4	20260813	817	0.3791457055810991
4	20260813	818	0.3798125470610896
4	20260813	819	0.3853688538766124
4	20260813	820	0.37132155906082287
4	20260813	821	0.36798983766156584
4	20260813	822	0.36161229252529364
4	20260813	823	0.3664592926546293
